,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id
579,0.45,0.619,9,-7.412,1,0.372,0.329,0.0,0.319,0.427,83.3,208880,4,3wFLWP0FcIqHK1wb1CPthQ
580,0.847,0.579,1,-5.314,1,0.0719,0.0268,0.0545,0.102,0.569,137.998,267107,4,5Il6Oe7lr5XM7A0cWbVQtr
581,0.515,0.948,0,-1.721,1,0.0438,0.0106,0.0,0.134,0.752,159.983,235266,4,3bDXhWsPiFTHtrsMg5faL2
582,0.758,0.665,2,-5.188,0,0.0774,0.0815,0.000157,0.216,0.643,151.976,216893,4,2hloaUoRonYssMuqLCBLTX
583,0.936,0.559,7,-8.587,0,0.157,0.479,0.0,0.128,0.527,112.347,241440,4,4TWflhgevIGo448fWc6mQq
584,0.647,0.309,7,-7.948,0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,171573,4,1TEL6MlSSVLSdhOSddidlJ
585,0.796,0.68,10,-4.853,0,0.353,0.0886,0.0,0.268,0.565,164.932,190466,4,0PpfPNtQOOvbMNVJijTQj0
586,0.747,0.458,6,-6.891,1,0.303,0.451,0.0,0.252,0.47,75.029,182000,4,4uTvPEr01pjTbZgl7jcKBD
587,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,1xzBco0xcoJEDXktl7Jxrr
588,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,195637,4,6V7g6qM8wheMivMWrzbPTM
589,0.853,0.805,11,-3.331,0,0.202,0.146,0.0515,0.204,0.879,134.55,131756,4,1WlU4jsJ8AoTB96dgd8LJA
590,0.728,0.628,1,-4.766,1,0.191,0.01,6.53e-05,0.0735,0.393,160.94,189428,4,5YP6yKgGGsXKukqxXypVAf
591,0.953,0.38,8,-4.941,1,0.261,0.00957,0.0,0.127,0.128,133.941,116847,4,4HfaOznGhHYWqPtpLYz2PB
592,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,4,5tAa8Uaqr4VvA3693mbIhU
593,0.66,0.55,4,-6.744,1,0.184,0.164,0.000204,0.199,0.299,130.004,167673,4,2gXOzCwbVXACCaYRj4Qrep
594,0.455,0.292,0,-6.792,1,0.0563,0.889,0.0,0.106,0.43,84.339,178467,5,7sTtHHrD0zDpmzQzH3zegz
595,0.765,0.704,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055,192172,4,04MLEeAMuV9IlHEsD8vF6A
596,0.735,0.453,8,-8.264,0,0.0602,0.413,0.0,0.104,0.335,115.002,217387,4,01jIO8SJFnpSiNLH1JaBZ5
597,0.571,0.556,1,-5.857,1,0.223,0.0662,0.000149,0.137,0.0762,155.465,291334,4,1AGPmw3QJBNfOK6XioDhZp
598,0.629,0.464,4,-8.72,1,0.0334,0.75,0.0,0.0853,0.523,156.051,195053,4,3VamXAvVMczcS2PTYtPfBQ
599,0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.079,194184,4,3wScL5W8H40zzCKN0atfBk
600,0.824,0.595,11,-6.346,1,0.091,0.0571,3.7e-06,0.0876,0.157,140.039,137134,4,1I3ZAmPmbFV78oNKnibOiW
601,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4,2FY7b99s15jUprqC0M5NCT
602,0.609,0.807,5,-7.221,1,0.0972,0.00403,5.42e-06,0.0926,0.492,119.073,238493,4,4a1oIihVt6xSnDRpgX387M
603,0.734,0.683,1,-6.105,1,0.0776,0.013,0.0,0.28,0.445,162.038,228367,4,3WRIaWsws011vHMd9uzPjG
604,0.781,0.597,10,-6.794,0,0.23,0.0415,0.0,0.152,0.544,158.043,149949,4,7wcyO1rrH3Ru4t659IjG41
605,0.712,0.891,2,-6.457,1,0.24,0.0557,0.0,0.134,0.799,170.13,225920,4,3PYx9Wte3jwb48V0wArMOy
606,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,213993,4,6CTWathupIiDs7U4InHnDA
607,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,180000,4,4VUwkH455At9kENOfzTqmF
608,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160,4,4OafepJy2teCjYJbvFE60J
609,0.487,0.859,4,-4.403,1,0.0488,0.00204,0.0,0.322,0.377,148.037,228480,4,6viHvc13l9A6Ua6xugpeX6
610,0.84,0.543,1,-7.738,1,0.476,0.0399,0.0,0.117,0.161,170.067,171714,4,2QgfDF0fQ4sskDthP8MG5w
611,0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,214593,4,3L19besdNQzd342qL78xqm
612,0.809,0.461,10,-5.677,0,0.0907,0.000832,4.43e-05,0.143,0.325,85.992,167410,4,4f1XXGjZZ9EkFkrbPJek6X
613,0.593,0.632,6,-5.381,0,0.541,0.0133,0.0,0.64,0.0789,173.369,235232,4,4B8vU5oDXVxO5OkLAI4aLx
614,0.885,0.52,1,-8.353,1,0.359,0.000244,1.16e-06,0.454,0.306,84.022,148656,4,2wOXxtHZgRkkrkEbKLzzqs
615,0.904,0.575,1,-7.823,1,0.346,0.0493,0.0,0.256,0.359,141.037,177748,4,5ZSIExfQuVv69tw5Qw3yDl
616,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,4,22An65gG31JLf9n18qjdhZ
617,0.713,0.62,0,-4.513,1,0.0422,0.171,1.16e-06,0.118,0.206,130.09,211785,4,4paAidoE8VAemwU4jgCc6l
618,0.499,0.797,2,-3.77,1,0.0554,0.199,0.0,0.0933,0.408,176.024,211768,4,1G4cdOtF36ZCs6i2dZoC87
619,0.734,0.493,0,-7.528,1,0.308,0.0467,0.0,0.0477,0.562,86.043,233750,4,3lb5fWSG2p7x8ik8HN9oFR
620,0.402,0.239,3,-14.507,1,0.0329,0.934,0.00242,0.161,0.197,106.518,270935,4,3jRBwf09lbRAp2DSPlRx8p
621,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,4,698eQRku24PIYPQPHItKlA
622,0.774,0.608,7,-6.264,1,0.128,0.128,0.0,0.0895,0.56,137.494,182521,4,02FaKXXL7KUtRc7K0k54tL
623,0.454,0.66,0,-4.357,1,0.168,0.0364,0.0,0.181,0.568,184.353,212374,4,0TkJIyL69RAUIbNwGub6uR
624,0.711,0.796,10,-5.87,1,0.0341,0.0716,0.0045,0.262,0.901,109.991,208733,4,1vHeu2j2MpfMqqvcXKLtic
625,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,165000,4,7zLYKWcXnYeHHWidalz7rj
626,0.856,0.694,2,-4.393,1,0.169,0.371,0.0,0.109,0.489,122.08,324189,4,0dbTQYW3Ad1FTzIA9t90E8
627,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,244679,4,60SdxE8apGAxMiRrpbmLY0
628,0.724,0.685,3,-4.068,0,0.321,0.114,0.0,0.1,0.862,150.016,143250,4,1KWLyoPChJrBQFscO8NW8D
629,0.524,0.364,7,-10.209,1,0.0367,0.808,0.0,0.1,0.436,75.24,209831,4,1RMJOxR6GRPsBHL8qeC2ux
630,0.66,0.615,1,-7.2,1,0.47,0.114,0.0,0.315,0.501,174.034,165517,4,1XJBDDpeuZaj5fvmwhdIMw
631,0.458,0.897,9,-4.879,1,0.0402,0.0183,0.0,0.174,0.728,160.131,212067,4,5PBx0zFfehUMyv5H4YXVAU
632,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,4,1fewSx2d5KIZ04wsooEBOz
633,0.825,0.572,6,-6.067,0,0.0864,0.0079,0.0,0.113,0.568,141.991,175954,4,75lcPkAkUsKWHGBlGM476R
634,0.434,0.831,8,-4.774,1,0.0453,0.0651,0.0,0.119,0.596,156.034,185440,4,6CyJlVAEFlNdpggOLanytL
635,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,4,0AluA5RNsa4Cx6XRhf2hWZ
636,0.565,0.855,5,-4.189,1,0.0557,0.0445,0.0,0.32,0.852,74.98,208893,4,4H0vNUFcHPz5lytcLjwqkr
637,0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,215364,4,5aXgz1oKK8Q9z9xvTmSnrO
638,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4,7tFiyTwD0nx5a1eklYtX2J
639,0.513,0.661,5,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791,209213,4,07FkzikE6FuHIa8Ma7zJGc
640,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4,3ee8Jmje8o58CHK66QrVC2
641,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,221440,4,3swc6WTsr7rl9DqQKQA55C
642,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4,2P91MQbaiQOfbiz9VqhqKQ
643,0.767,0.543,1,-7.881,0,0.103,0.049,0.0,0.115,0.485,106.029,177140,4,5DfWF0jqMgZDCiu9zJENTA
644,0.544,0.854,4,-4.968,0,0.0289,0.00245,1.2e-06,0.249,0.436,91.966,178987,4,7epGknfpAlH1u33S71Ur1o
645,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,179405,4,2l8nEO0vsTRCRnGqQty6qx
646,0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,204878,4,6XcfKZvJio9Z0fQy11GnNX
647,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,4,0TlLq3lA83rQOYtrqBqSct
648,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,232959,4,5IaHrVsrferBYDm0bDyABy
649,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,4,5OCJzvD7sykQEKHH7qAC3C
650,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,4,2G7V7zsVDxg1yRsu7Ew9RJ
651,0.552,0.698,8,-4.817,1,0.0306,0.294,0.000103,0.0905,0.6,90.006,202067,4,2dwoqUYTy6SOy1dFqcTndC
652,0.95,0.489,8,-8.411,1,0.462,0.105,0.0,0.411,0.919,130.021,158769,4,3m2aDCqn8eT5ElXDUiboGU
653,0.534,0.784,8,-3.59,1,0.0339,0.205,0.00579,0.106,0.6,92.147,238627,4,3ZPKocroJIcnHGcnJVlLKD
654,0.75,0.387,1,-10.123,0,0.487,0.122,0.0,0.0993,0.739,143.019,102560,4,2EhJijFUs0WUmNClDBpYJq
655,0.721,0.508,7,-7.496,1,0.394,0.317,0.0,0.153,0.457,159.911,166343,4,5R2rsbwCDXORX2tLfprRmM
656,0.85,0.785,8,-4.963,0,0.345,0.0367,0.0,0.155,0.718,145.063,343099,4,0Fpen1PTuEnCmOJtUU9Iud
657,0.487,0.458,4,-7.761,0,0.0371,0.552,0.0257,0.117,0.207,115.989,270413,4,7stcuQtnHL7C6XdPvpwywv
658,0.694,0.63,7,-6.84,0,0.162,0.0998,0.000635,0.12,0.341,90.045,189493,4,6SkHm6poyKfzV6kc9any8k
659,0.485,0.306,0,-8.431,1,0.0409,0.794,0.0,0.122,0.224,203.729,207267,4,1kFBLqkTuNKlspkJ1EOGjN
660,0.758,0.867,11,-5.087,1,0.0475,0.152,0.0,0.308,0.964,102.018,166573,4,33471tzU1VghDg9zNgGRpz
661,0.893,0.651,0,-8.647,0,0.367,0.0995,0.0,0.371,0.6,105.835,253580,4,1jo3TwNGCXfNdB5uba3ZVv
662,0.507,0.372,1,-8.433,1,0.0303,0.481,0.0,0.271,0.257,86.422,199693,4,5Z19ylxppfnfdP4JH0u8oj
663,0.749,0.794,0,-5.063,1,0.064,0.0193,0.0,0.543,0.46,135.959,269554,4,2SL6oP2YAEQbqsrkOzRGO4
664,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,260000,5,5WvAo7DNuPRmk4APhdPzi8
665,0.758,0.574,11,-6.889,0,0.0572,0.46,0.00272,0.102,0.261,151.985,191147,4,0OgGn1ofaj55l2PcihQQGV
666,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,210200,4,2rbDhOo9Fh61Bbu23T2qCk
667,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,4,2qT1uLXPVPzGgFOx4jtEuo
668,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4,6NFyWDv5CjfwuzoCkw47Xf
669,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,237240,4,0ZNrc4kNeQYD9koZ3KvCsy
670,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905,4,4hQ6UGyWQIGJmHSo0J88JW
671,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653,4,6kPJZM97LwdG9QIsT7khp6
672,0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023,226743,4,7IBSffWIu7P2MC7kMwy2FM
673,0.698,0.783,2,-6.503,1,0.266,0.016,0.0,0.176,0.378,160.034,264853,4,0B08s1tLWCXoFmGP0vIubM
674,0.939,0.551,1,-9.126,1,0.291,0.0311,0.0,0.192,0.42,118.552,337941,4,2jt2WxXMCD4zjACthkJQVE
675,0.685,0.508,0,-6.4,1,0.0987,0.193,0.0,0.139,0.315,99.063,217287,4,5sIx4BlfYGuZeSLF40N9GH
676,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4,5bJ1DrEM4hNCafcDd1oxHx
677,0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,175755,4,3oDkdAySo1VQQG0ptV7uwa
678,0.635,0.902,0,-3.559,1,0.109,0.172,0.0,0.125,0.286,102.063,217822,4,6mKs2kkBgvf090H566n1pd
679,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4,7wBJfHzpfI3032CSD7CE2m
680,0.597,0.721,9,-6.422,1,0.0356,0.0362,0.0,0.0832,0.437,132.054,149293,4,3DV49ruvI5Sl6iisPZAc2c
681,0.687,0.845,7,-4.37,1,0.0576,0.1,0.0,0.0452,0.809,87.972,190227,4,4Vxu50qVrQcycjRyJQaZLC
682,0.83,0.546,1,-5.716,1,0.295,0.227,0.0,0.112,0.535,182.973,262494,4,58QhkbaAkLFnn7JwAnAato
683,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4,4VXIryQMWpIdGgYR4TrjT1
684,0.85,0.787,8,-4.134,0,0.338,0.313,0.0,0.194,0.7,87.983,279867,4,6Poyf51k7W3NKnsGwAI90B
685,0.741,0.37,8,-8.437,0,0.324,0.24,0.0,0.118,0.13,116.06,219136,4,4lFfMRH0YH4pW5gczTDbNC
686,0.578,0.694,5,-5.351,1,0.0706,0.0112,0.0,0.102,0.268,129.921,220850,4,7gY3cyGcB2wnk2xDXiA0pe
687,0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,186080,4,6qNALlmZa1ESnCxJmXE1K9
688,0.471,0.897,9,-2.27,1,0.0597,0.193,0.0,0.196,0.719,159.958,216093,4,53yTYusPQJ1AApL1hi0Dnc
689,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4,6DCZcSspjsKoFjzjrWoCdn
690,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,4,4L9Ds4mpD3SuYoWwFUlv16
691,0.895,0.839,0,-4.512,1,0.227,0.217,3e-06,0.239,0.756,149.951,286117,4,63TyoT9Ee03rQxv8xmdJ2l
692,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,4,3CA9pLiwRIGtUBiMjbZmRw
693,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,0tgVpDi06FyKpA1z0VMD4v
694,0.686,0.73,6,-5.077,0,0.374,0.278,4.76e-05,0.106,0.474,128.943,191600,5,1e4rwBPVI32vZtTJu7mJ4J
695,0.652,0.31,4,-10.212,1,0.0509,0.43,1.16e-05,0.182,0.304,119.913,73813,4,0XOnMqLQDO89iAg7dWWwnG
696,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,225773,4,0b9oOr2ZgvyQu88wzixux9
697,0.493,0.796,11,-3.971,1,0.0691,0.39,0.0,0.0957,0.644,159.988,212107,4,0N9uZRrJQ3lO5TmInEjLxc
698,0.353,0.753,1,-6.277,0,0.74,0.0833,0.0,0.383,0.432,191.142,193627,4,2N6bB5ck67CNILInUX1Ctw
699,0.757,0.73,7,-6.304,1,0.185,0.0342,5.87e-05,0.136,0.452,90.013,189533,4,3L4GsGLgxpHieVQH86H8bv
700,0.877,0.547,7,-5.705,1,0.18,0.0122,1.51e-05,0.028,0.687,99.034,228373,4,0sdbFOyfgAhAhWq8DpzkaW
701,0.708,0.454,1,-7.07,1,0.0395,0.0217,0.0,0.073,0.24,110.963,189507,4,14kYOiFVPb7E7NfFbqhdln
702,0.57,0.684,6,-7.054,1,0.0465,0.136,0.0,0.205,0.531,89.012,213183,4,4f3fb3alVLFc8Ga4ncpg7x
703,0.374,0.742,6,-3.36,1,0.0432,0.00517,0.0,0.11,0.21,139.953,247320,3,7B9UAoGiN4iMCv4s40xoiM
704,0.669,0.711,8,-6.758,1,0.033,0.00217,0.0,0.466,0.544,110.01,172747,4,0bGLvHd0ApdT4t0shCfpzG
705,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,121680,4,4mHgYpuGHu99Mw69E83CP2
706,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4,7AFASza1mXqntmGtbxXprO
707,0.938,0.5,4,-10.08,0,0.144,0.00183,0.0,0.077,0.462,140.011,201707,4,0kCBorRrKZkSztd9m0QI3r
708,0.831,0.485,10,-6.677,0,0.15,0.375,1.47e-05,0.118,0.622,80.022,245667,4,1xWH8zYtDeS9mW1JJG23VZ
709,0.817,0.646,4,-5.12,0,0.249,0.0152,0.0,0.125,0.835,162.898,213080,4,794QVQtFNy7hvtjQP1keQd
710,0.746,0.825,1,-4.666,1,0.169,0.0142,0.0107,0.121,0.584,152.914,204150,4,7ssEhls1ZYEGtBsoovkMSe
711,0.71,0.614,10,-6.757,0,0.0431,0.186,0.0,0.0974,0.658,148.152,172107,4,0WdR2AyLW1Drd3OUdwezM0
712,0.721,0.459,4,-6.408,1,0.032,0.248,0.0,0.212,0.46,119.914,208493,4,70khXICDeTTxgYtw3EysKH
713,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,0JP9xo3adEtGSdUEISiszL
714,0.632,0.804,7,-6.109,1,0.0503,0.101,0.0,0.17,0.35,92.456,199625,4,6n6OQfBpCgzF9oEg8zhBN7
715,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,211360,4,2QZ7WLBE8h2y1Y5Fb8RYbH
716,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4,4eWQlBRaTjPPUlzacqEeoQ
717,0.638,0.367,4,-7.906,1,0.0266,0.84,0.0,0.0999,0.219,71.957,217120,4,2VIPU72L6tIR4w8J8ap6Kp
718,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,4,7uzmGiiJyRfuViKKK3lVmR
719,0.414,0.677,1,-5.12,1,0.254,0.0248,0.0,0.0793,0.0853,172.521,302173,4,5Psnhdkyanjpgc2P8A5TSM
720,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,4,7ycWLEP1GsNjVvcjawXz3z
721,0.936,0.585,0,-6.914,1,0.125,0.0142,0.0,0.132,0.242,124.991,255379,4,0wbnC9AUenxp613TYaJsGK
722,0.925,0.31,11,-6.531,0,0.291,0.123,0.0,0.0931,0.291,121.927,145507,4,3U21A07gAloCc4P7J8rxcn
723,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600,4,63SevszngYpZOwf63o61K4
724,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3,09mEdoA6zrmBPgTEN5qXmN
725,0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052,238560,4,1E1uGhNdBe6Dddbgs2KqtZ
726,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216420,4,3nc420PXjTdBV5TN0gCFkS
727,0.797,0.55,9,-4.166,1,0.24,0.513,0.0,0.0786,0.543,134.206,206267,4,6IaieqiCVvsNvEt6Y7yOFa
728,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,216632,4,10Igtw8bSDyyFs7KIsKngZ
729,0.589,0.882,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.915,197253,4,3EWMoDIm6lzuR0zQKtuCJX
730,0.76,0.579,0,-7.374,1,0.0569,0.0129,0.00351,0.106,0.125,100.01,213600,4,4j3GWI86JvSaF0BLdmgcfF
731,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,258475,4,1a7WZZZH7LzyvorhpOJFTe
732,0.514,0.693,9,-5.868,1,0.408,0.177,0.0,0.351,0.287,110.568,240640,3,3EApebexZ7YqDIqw2EMTDh
733,0.397,0.303,1,-10.413,1,0.11,0.798,4.16e-06,0.0824,0.17,170.22,197893,3,0STK94RxUulYqWzwFlyAb5
734,0.754,0.575,4,-8.393,0,0.0682,0.045,0.00131,0.276,0.491,86.009,205147,4,7rC5Pl8rQSX4myONQHYPBK
735,0.383,0.703,4,-6.988,1,0.228,0.216,5.47e-06,0.131,0.57,88.502,213939,4,4pWb8UZ6IPVJA3CPjCNgzq
736,0.544,0.781,6,-6.16,0,0.0311,0.00585,0.0,0.191,0.527,144.075,221800,4,4gB7HrYHbJVJ5RFOjxmoq4
737,0.82,0.568,6,-8.23,0,0.411,0.0256,0.0,0.0952,0.535,152.279,210787,4,2Yl4OmDby9iitgNWZPwxkd
738,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,243147,4,4BdGO1CaObRD4La9l5Zanz
739,0.604,0.868,6,-3.539,1,0.0445,0.086,0.0,0.0502,0.553,94.058,187027,4,3dlCF1mzW1UKMOb4b1XN17
740,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,4,4qKcDkK6siZ7Jp1Jb4m0aL
741,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,201240,4,6Qn5zhYkTa37e91HC1D7lb
742,0.813,0.488,11,-7.737,0,0.257,0.187,0.000132,0.231,0.688,139.983,244133,4,4F8V44j8cbjHnXjfW2HruU
743,0.484,0.804,5,-5.889,1,0.0912,0.000837,9.29e-06,0.17,0.391,119.838,179827,4,3nBXOlFTADNvG9nkqy2O2W
744,0.809,0.845,10,-5.843,0,0.352,0.224,0.0,0.638,0.67,90.015,176990,4,3A1BaBGT3HgzuDrV9pgX9v
745,0.448,0.826,2,-3.244,0,0.0319,0.00756,0.0,0.117,0.19,77.093,254805,4,1vNoA9F5ASnlBISFekDmg3
746,0.557,0.571,10,-8.106,1,0.0281,0.476,0.00114,0.101,0.392,80.981,219600,4,5slddJ629YcePvqD6Uyk8r
747,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,186268,4,01TnVDiet1DFTsyWKUKovl
748,0.773,0.602,10,-6.384,1,0.108,0.194,0.000443,0.141,0.442,74.896,211200,4,5Cg98kiDYtCEHmjcKD0CJD
749,0.683,0.776,1,-3.251,0,0.341,0.15,0.0,0.227,0.223,173.996,188773,4,1qsHYUd2c1wFGcn7e63QmG
750,0.557,0.719,2,-4.515,0,0.0372,0.00267,0.0,0.306,0.344,77.501,242334,4,3aW0ds4A4tSQDIp75FqWTo
751,0.856,0.632,6,-3.692,0,0.074,0.193,0.0,0.0688,0.697,112.009,180493,4,1lsBTdE6MGsKeZCD6llNu7
752,0.779,0.767,11,-5.462,0,0.258,0.00214,0.0,0.102,0.523,91.981,154565,4,6SOBCABlykuNrO04rmXpLs
753,0.934,0.505,11,-7.648,1,0.168,0.0229,0.0,0.0867,0.691,139.93,181714,4,44KKhCyI0BGS6LvVyDqJtH
754,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,4,2ZRo7axmMPeSVUvDbGkJah
755,0.445,0.662,2,-4.802,0,0.181,0.0164,0.0,0.219,0.479,200.04,207458,4,3tbNT2X5tfMIVeUflYbZUZ
756,0.823,0.783,0,-6.274,1,0.154,0.21,0.0,0.113,0.199,141.882,191437,4,7yotKA30dwTKNEGomV9ZsI
757,0.594,0.798,4,-5.244,1,0.0844,0.115,0.0,0.143,0.381,142.049,191840,4,1Knctxx9vGZxpZfF66BIEa
758,0.733,0.678,6,-7.771,1,0.438,0.121,0.0,0.344,0.841,175.985,142000,4,5PTG6rrL6EPFD9E2QMI2pl
759,0.491,0.867,6,-2.313,0,0.103,0.167,0.0,0.458,0.602,167.965,189187,4,76vMKwFtdDDCLcM6zXybjB
760,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.838,95.002,200480,4,3Wlr1AMUeZJWGI4hNv8eTU
761,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4,4UKCKdYiLN6IMA5ZESUTL7
762,0.655,0.603,8,-5.014,1,0.0555,0.0959,0.0,0.107,0.452,126.088,190643,4,6AvfZXpbb6r35DfF7gHPRq
763,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4,3GVkPk8mqxz0itaAriG1L7
764,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,2ekn2ttSfGqwhhate0LSR0
765,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4,1rfofaqEpACxVEHIZBJe6W
766,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.009,179507,4,1HXy5I3HTWq8OvxCn0z7G7
767,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147,4,6n4U3TlzUGhdSFbUUhTvLP
768,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,7m9OqQk4RVRkw9JJdeAw96
769,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,175230,4,1ZAyjvIk9YiD76yYy0TEG6
770,0.624,0.696,11,-6.006,1,0.0469,0.109,0.0,0.132,0.392,82.001,213987,4,5eFfsbjSouG8qOpg9ZqDl6
771,0.851,0.666,11,-5.334,0,0.0694,0.139,0.0,0.105,0.0585,134.068,129105,4,3sA7HKGzcKTVscdiTCrWpX
772,0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976,151851,4,3hv6ndi7uFT9L9wrhQCsqY
